question_id,wrong_ans,correct_ans,question,explanation
774," ""애시당초"""," ""애당초"""," ""[애당초]부터 의도가 불순했다.""","애시당초는 '애초'와 '당초'가 결합한 말이다. 이 중 '초(初)'는 접두사로 사용될 때에는 그 앞에 다른 단어가 붙는다. 따라서 '애시당초'라는 합성어는 존재하지 않는다. 그러므로 '애당초'라고 써야 한다. 비슷한 예로 '시시비비'도 '시비'와 '비위'가 결합한 것이므로 '시시비비'라 해야 한다. 그러나 '처음부터' 또는 '맨 처음부터'란 뜻일 때는 '애시당초'나 '시시비비' 모두 쓸 수 있다. ""그 일은 애시당초 내가 맡을 일이 아니었다""처럼 쓴다. 이때에도 '애시당초'보다는 '애초' 쪽이 더 자연스럽다. 또 시비곡직(是非曲直)을 가릴 때 쓰는 '시시비비'는 '옳고 그름'이란 뜻인데, 이를 줄여 '시비'라고도 한다. 그런데 '시비'만 쓰면 옳고 그름을 가리는 행위 자체를 가리키게 된다. 즉 ""네가 먼저 시비를 걸었다""에서처럼 쓰인다. 반면 '시비곡직'이라고 하면 옳고 그름을 가려 판단하는 과정이나 절차를 가리킨다. 그래서 ""이번 사건은 시비곡직을 분명히 밝혀야 한다""처럼 말한다. 한편 '본디부터' 혹은 '사물이 전하여 내려온 그 처음부터'란 뜻으로는 '본래'만을 표준어로 삼는다. 흔히 '본디'로도 쓰는데 이는 비표준어다. 참고로 '원체'는 '워낙'과 같은 의미이며, '원래'는 '어떤 사물이나 현상이 전하여 내려온 그 처음부터'란 뜻이다. 정리하면 '애당초'는 '아주 맨 처음'이라는 뜻이고, '최초'는 '맨 처음'이란 뜻이다. 그리고 '본래'는 '전하여 내려온 그 처음부터'란 뜻이고, '원체'는 '워낙'"
775," ""애때"""," ""앳돼"""," ""그 소녀는 [앳돼] 보였다.""",애띠다는 '앳되고 어리다'는 뜻이다. 하지만 이 단어는 표준어가 아니다.
776," ""애때"""," ""앳돼"""," ""그의 얼굴은 여전히 [앳돼] 보였다.""",애띠다는 '앳되고 어리다'는 뜻이다. 하지만 이 단어는 표준어가 아니다.
777," ""애때"""," ""앳돼"""," ""그녀의 미소는 [앳돼] 보였다.""",애띠다는 '앳되고 어리다'는 뜻이다. 하지만 이 단어는 표준어가 아니다.
778," ""애띠게"""," ""앳되게"""," ""영화 속 주인공의 모습이 참 [앳되게] 느껴져.""",애띠다는 '앳되고 어리다'는 뜻이다. 하지만 이 단어는 표준어가 아니다.
779," ""애띠게"""," ""앳되게"""," ""그 아이는 참 [앳되게] 생겼다.""",애띠다는 '앳되고 어리다'는 뜻이다. 하지만 이 단어는 표준어가 아니다.
780,"""애띠다고"""," ""앳되다고"""," ""엄마는 내가 여전히 [앳되다고] 말씀하셨다.""",애띠다는 '앳되고 어리다'는 뜻이다. 하지만 이 단어는 표준어가 아니다.
781," ""애때어"""," ""앳되어"""," ""그 아이는 조금 [앳되어] 보여.""",애띠다는 '앳되고 어리다'는 뜻이다. 하지만 이 단어는 표준어가 아니다.
782," ""애띠었어"""," ""앳되었어"""," ""그의 얼굴은 언제나 [앳되었어].""",애띠다는 '앳되고 어리다'는 뜻이다. 하지만 이 단어는 표준어가 아니다.
783," ""애띤"""," ""앳된"""," ""[앳된] 얼굴에 미소를 띠고 있다.""",애띠다는 '앳되고 어리다'는 뜻이다. 하지만 이 단어는 표준어가 아니다.
784," ""애띤"""," ""앳된"""," ""그녀는 나이에 비해 [앳된] 목소리를 가졌다.""",애띠다는 '앳되고 어리다'는 뜻이다. 하지만 이 단어는 표준어가 아니다.
785," ""애띤"""," ""앳된"""," ""[앳된] 시절의 사진을 보고 웃음이 났다.""",애띠다는 '앳되고 어리다'는 뜻이다. 하지만 이 단어는 표준어가 아니다.
786," ""약속한대로"""," ""약속한 대로"""," ""그녀는 [약속한 대로] 행동하지 않았다."""," '-?'은 관형사형 어미입니다. 따라서 뒤에 오는 체언(명사, 대명사, 수사)을 수식할 수 있습니다. 예) 예쁜 꽃이 피었다. / 그는 착한 사람이다. 그런데 '대로'는 의존 명사입니다. 즉 앞말과 띄어 써야 합니다."
787," ""예기"""," ""얘기"""," ""그 문제에 대한 [얘기]를 들어봐.""",예기'가 아니라 '얘기'가 맞는 표현이다.
788," ""예기"""," ""얘기"""," ""회식 때 재밌는 [얘기]를 많이 나눴어.""",예기'가 아니라 '얘기'가 맞는 표현이다.
789," ""어느세"""," ""어느새"""," ""[어느새] 이만큼 자랐니.""","어느세는 '어느새'로 써야 한다. ‘어느’와 ‘사이’가 결합한 합성어인 ‘어느새’에서 앞말은 모음으로 끝나고 뒷말은 예사소리(?, ?, ?, ?, ?)로 시작하므로 사이시옷을 받쳐 적어야 한다."
790," ""어느세"""," ""어느새"""," ""[어느새] 시간이 이렇게 됐어.""","어느세는 '어느새'로 써야 한다. ‘어느’와 ‘사이’가 결합한 합성어인 ‘어느새’에서 앞말은 모음으로 끝나고 뒷말은 예사소리(?, ?, ?, ?, ?)로 시작하므로 사이시옷을 받쳐 적어야 한다."
791," ""어느세"""," ""어느새"""," ""[어느새] 여름이 지나가고 가을이 왔어.""","어느세는 '어느새'로 써야 한다. ‘어느’와 ‘사이’가 결합한 합성어인 ‘어느새’에서 앞말은 모음으로 끝나고 뒷말은 예사소리(?, ?, ?, ?, ?)로 시작하므로 사이시옷을 받쳐 적어야 한다."
792," ""어따 대고"""," ""얻다 대고"""," ""[얻다 대고] 그런 말을 하는 거야?"""," '얻다'는 '어디에다'가 줄어든 말로, 반어적인 의문문에 쓰여 못마땅한 행동이나 대상에 대한 비난의 뜻을 나타낸다."
793," ""어따 대고"""," ""얻다 대고"""," ""[얻다 대고] 소리를 질러?"""," '얻다'는 '어디에다'가 줄어든 말로, 반어적인 의문문에 쓰여 못마땅한 행동이나 대상에 대한 비난의 뜻을 나타낸다."
794," ""어따 대고"""," ""얻다 대고"""," ""[얻다 대고] 반항하는 거지?"""," '얻다'는 '어디에다'가 줄어든 말로, 반어적인 의문문에 쓰여 못마땅한 행동이나 대상에 대한 비난의 뜻을 나타낸다."
795," ""어따 대고"""," ""얻다 대고"""," ""[얻다 대고] 따지는 거야?"""," '얻다'는 '어디에다'가 줄어든 말로, 반어적인 의문문에 쓰여 못마땅한 행동이나 대상에 대한 비난의 뜻을 나타낸다."
796," ""어따 대고"""," ""얻다 대고"""," ""[얻다 대고] 불만을 터뜨려?"""," '얻다'는 '어디에다'가 줄어든 말로, 반어적인 의문문에 쓰여 못마땅한 행동이나 대상에 대한 비난의 뜻을 나타낸다."
797," ""어떻해"""," ""어떻게"""," ""[어떻게] 해야 할지 모르겠어."""," '어떻게'는 '어떠하다'가 줄어든 '어떻다'에 어미 '-게'가 결합하여 부사적으로 쓰이는 말이며, '어떡해'는 '어떻게 해'라는 구(句)가 줄어든 말입니다. 둘은 그 의미가 다를 뿐만 아니라 전자는 단어이고, 후자는 구이기 때문에 문장에서의 쓰임도 아주 다릅니다."
798," ""어떻해"""," ""어떻게"""," ""이 상황에서 [어떻게] 행동해야 할지 판단이 서지 않아."""," '어떻게'는 '어떠하다'가 줄어든 '어떻다'에 어미 '-게'가 결합하여 부사적으로 쓰이는 말이며, '어떡해'는 '어떻게 해'라는 구(句)가 줄어든 말입니다. 둘은 그 의미가 다를 뿐만 아니라 전자는 단어이고, 후자는 구이기 때문에 문장에서의 쓰임도 아주 다릅니다."
799," ""어떻해"""," ""어떻게"""," ""[어떻게] 그런 결정에 도달했는지 궁금하다."""," '어떻게'는 '어떠하다'가 줄어든 '어떻다'에 어미 '-게'가 결합하여 부사적으로 쓰이는 말이며, '어떡해'는 '어떻게 해'라는 구(句)가 줄어든 말입니다. 둘은 그 의미가 다를 뿐만 아니라 전자는 단어이고, 후자는 구이기 때문에 문장에서의 쓰임도 아주 다릅니다."
800," ""어의없는"""," ""어이없는"""," ""이건 완전히 [어이없는] 상황이야."""," '어의'는 임금님의 병을 치료하던 의원을 뜻하며, '어이'는 어처구니와 같은 말로 생각 밖의 엄청나게 큰 사람이나 사물을 뜻한다."
801," ""어의없는"""," ""어이없는"""," ""그의 설명은 [어이없는] 변명이었다."""," '어의'는 임금님의 병을 치료하던 의원을 뜻하며, '어이'는 어처구니와 같은 말로 생각 밖의 엄청나게 큰 사람이나 사물을 뜻한다."
802," ""어의없다"""," ""어이없다"""," ""그 소식은 진짜 [어이없다]."""," '어의'는 임금님의 병을 치료하던 의원을 뜻하며, '어이'는 어처구니와 같은 말로 생각 밖의 엄청나게 큰 사람이나 사물을 뜻한다."
803," ""어의없다"""," ""어이없다"""," ""그 소식은 진짜 [어이없다]."""," '어의'는 임금님의 병을 치료하던 의원을 뜻하며, '어이'는 어처구니와 같은 말로 생각 밖의 엄청나게 큰 사람이나 사물을 뜻한다."
804," ""어의없어서"""," ""어이없어서"""," ""아침에 일어난 일은 정말 [어이없어서] 웃음이 나왔다."""," '어의'는 임금님의 병을 치료하던 의원을 뜻하며, '어이'는 어처구니와 같은 말로 생각 밖의 엄청나게 큰 사람이나 사물을 뜻한다."
805," ""어의없을"""," ""어이없을"""," ""어제 본 영화는 [어이없을] 정도로 엉망이었어."""," '어의'는 임금님의 병을 치료하던 의원을 뜻하며, '어이'는 어처구니와 같은 말로 생각 밖의 엄청나게 큰 사람이나 사물을 뜻한다."
806," ""어중뜨게"""," ""어정뜨게"""," ""그 팀은 이번 프로젝트에서 [어정뜨게] 작업을 하고 있다.""", ‘어정뜨다’는 ‘일정한 주견이나 줏대 없이 이리저리 갈팡질팡하다’라는 뜻이다.
807," ""어중뜬"""," ""어정뜬"""," ""혼자 다니면 [어정뜬] 기분이 들어.""", ‘어정뜨다’는 ‘일정한 주견이나 줏대 없이 이리저리 갈팡질팡하다’라는 뜻이다.
808," ""어줍잖게"""," ""어쭙잖게"""," ""그는 [어쭙잖게] 행동한다."""," ‘어쭙잖다’는 ‘비웃음을 살 만큼 언행이 분수에 넘치는 데가 있다’라는 뜻이다. 이와 비슷한 말로 ‘어쭙잖다’도 있는데, 이것은 ‘아주 서투르고 어설프다’라는 뜻이다. 따라서 “그 사람 하는 짓이 어줍잖아서 못 봐주겠다”라고 하면 틀린 표현이고, “그 사람 하는 짓이 어쭙잖아서 못 봐주겠다”라고 해야 맞는 표현이다. 참고로 ‘어줍다’는 ‘말이나 동작이 익숙지 않아 서투르고 어설프다’라는 뜻이다. 예를 들어 “나는 아직 손놀림이 어줍다”처럼 쓸 수 있다."
809," ""어줍잖기"""," ""어쭙잖기"""," ""그의 지식은 [어쭙잖기] 그지없다."""," ‘어쭙잖다’는 ‘비웃음을 살 만큼 언행이 분수에 넘치는 데가 있다’라는 뜻이다. 이와 비슷한 말로 ‘어쭙잖다’도 있는데, 이것은 ‘아주 서투르고 어설프다’라는 뜻이다. 따라서 “그 사람 하는 짓이 어줍잖아서 못 봐주겠다”라고 하면 틀린 표현이고, “그 사람 하는 짓이 어쭙잖아서 못 봐주겠다”라고 해야 맞는 표현이다. 참고로 ‘어줍다’는 ‘말이나 동작이 익숙지 않아 서투르고 어설프다’라는 뜻이다. 예를 들어 “나는 아직 손놀림이 어줍다”처럼 쓸 수 있다."
810," ""어줍잖기"""," ""어쭙잖기"""," ""그의 계획은 [어쭙잖기] 짝이 없다."""," ‘어쭙잖다’는 ‘비웃음을 살 만큼 언행이 분수에 넘치는 데가 있다’라는 뜻이다. 이와 비슷한 말로 ‘어쭙잖다’도 있는데, 이것은 ‘아주 서투르고 어설프다’라는 뜻이다. 따라서 “그 사람 하는 짓이 어줍잖아서 못 봐주겠다”라고 하면 틀린 표현이고, “그 사람 하는 짓이 어쭙잖아서 못 봐주겠다”라고 해야 맞는 표현이다. 참고로 ‘어줍다’는 ‘말이나 동작이 익숙지 않아 서투르고 어설프다’라는 뜻이다. 예를 들어 “나는 아직 손놀림이 어줍다”처럼 쓸 수 있다."
811," ""어줍잖아서"""," ""어쭙잖아서"""," ""그녀의 의견이 [어쭙잖아서] 논의가 제대로 이루어지지 않았다."""," ‘어쭙잖다’는 ‘비웃음을 살 만큼 언행이 분수에 넘치는 데가 있다’라는 뜻이다. 이와 비슷한 말로 ‘어쭙잖다’도 있는데, 이것은 ‘아주 서투르고 어설프다’라는 뜻이다. 따라서 “그 사람 하는 짓이 어줍잖아서 못 봐주겠다”라고 하면 틀린 표현이고, “그 사람 하는 짓이 어쭙잖아서 못 봐주겠다”라고 해야 맞는 표현이다. 참고로 ‘어줍다’는 ‘말이나 동작이 익숙지 않아 서투르고 어설프다’라는 뜻이다. 예를 들어 “나는 아직 손놀림이 어줍다”처럼 쓸 수 있다."
812," ""어줍잖은"""," ""어쭙잖은"""," ""[어쭙잖은] 대답은 듣기 싫어."""," ‘어쭙잖다’는 ‘비웃음을 살 만큼 언행이 분수에 넘치는 데가 있다’라는 뜻이다. 이와 비슷한 말로 ‘어쭙잖다’도 있는데, 이것은 ‘아주 서투르고 어설프다’라는 뜻이다. 따라서 “그 사람 하는 짓이 어줍잖아서 못 봐주겠다”라고 하면 틀린 표현이고, “그 사람 하는 짓이 어쭙잖아서 못 봐주겠다”라고 해야 맞는 표현이다. 참고로 ‘어줍다’는 ‘말이나 동작이 익숙지 않아 서투르고 어설프다’라는 뜻이다. 예를 들어 “나는 아직 손놀림이 어줍다”처럼 쓸 수 있다."
813," ""어줍잖은"""," ""어쭙잖은"""," ""[어쭙잖은] 조언은 필요 없어."""," ‘어쭙잖다’는 ‘비웃음을 살 만큼 언행이 분수에 넘치는 데가 있다’라는 뜻이다. 이와 비슷한 말로 ‘어쭙잖다’도 있는데, 이것은 ‘아주 서투르고 어설프다’라는 뜻이다. 따라서 “그 사람 하는 짓이 어줍잖아서 못 봐주겠다”라고 하면 틀린 표현이고, “그 사람 하는 짓이 어쭙잖아서 못 봐주겠다”라고 해야 맞는 표현이다. 참고로 ‘어줍다’는 ‘말이나 동작이 익숙지 않아 서투르고 어설프다’라는 뜻이다. 예를 들어 “나는 아직 손놀림이 어줍다”처럼 쓸 수 있다."
814," ""어줍잖은"""," ""어쭙잖은"""," ""그는 [어쭙잖은] 농담을 했다."""," ‘어쭙잖다’는 ‘비웃음을 살 만큼 언행이 분수에 넘치는 데가 있다’라는 뜻이다. 이와 비슷한 말로 ‘어쭙잖다’도 있는데, 이것은 ‘아주 서투르고 어설프다’라는 뜻이다. 따라서 “그 사람 하는 짓이 어줍잖아서 못 봐주겠다”라고 하면 틀린 표현이고, “그 사람 하는 짓이 어쭙잖아서 못 봐주겠다”라고 해야 맞는 표현이다. 참고로 ‘어줍다’는 ‘말이나 동작이 익숙지 않아 서투르고 어설프다’라는 뜻이다. 예를 들어 “나는 아직 손놀림이 어줍다”처럼 쓸 수 있다."
815," ""어줍잖은"""," ""어쭙잖은"""," ""[어쭙잖은] 소문이 돌았다."""," ‘어쭙잖다’는 ‘비웃음을 살 만큼 언행이 분수에 넘치는 데가 있다’라는 뜻이다. 이와 비슷한 말로 ‘어쭙잖다’도 있는데, 이것은 ‘아주 서투르고 어설프다’라는 뜻이다. 따라서 “그 사람 하는 짓이 어줍잖아서 못 봐주겠다”라고 하면 틀린 표현이고, “그 사람 하는 짓이 어쭙잖아서 못 봐주겠다”라고 해야 맞는 표현이다. 참고로 ‘어줍다’는 ‘말이나 동작이 익숙지 않아 서투르고 어설프다’라는 뜻이다. 예를 들어 “나는 아직 손놀림이 어줍다”처럼 쓸 수 있다."
816," ""언덕빼기"""," ""언덕배기"""," ""[언덕배기]에서 사진 찍자."""," '언덕배기'는 비탈진 언덕의 꼭대기를 의미하는 말로, '언덕바지'와 동의어이다."
817," ""언덕빼기"""," ""언덕배기"""," ""[언덕배기]를 올라가면 풍경이 좋아."""," '언덕배기'는 비탈진 언덕의 꼭대기를 의미하는 말로, '언덕바지'와 동의어이다."
818," ""언덕빼기"""," ""언덕배기"""," ""[언덕배기] 길에 있는 나무가 인상적이야."""," '언덕배기'는 비탈진 언덕의 꼭대기를 의미하는 말로, '언덕바지'와 동의어이다."
819," ""어따 대고"""," ""얻다 대고"""," ""[얻다 대고] 나한테 이런 말을 해?"""," '얻다'는 '어디에다'가 줄어든 말로, '어따 대고'라고 쓰면 안 된다."
820," ""어따 대고"""," ""얻다 대고"""," ""괜히 [얻다 대고] 화를 낸 거야?"""," '얻다'는 '어디에다'가 줄어든 말로, '어따 대고'라고 쓰면 안 된다."
821," ""어따 대고"""," ""얻다 대고"""," ""[얻다 대고] 날 무시해!"""," '얻다'는 '어디에다'가 줄어든 말로, '어따 대고'라고 쓰면 안 된다."
822," ""어따 대고"""," ""얻다 대고"""," ""[얻다 대고] 그런 소리를 해?"""," '얻다'는 '어디에다'가 줄어든 말로, '어따 대고'라고 쓰면 안 된다."
823," ""어따 대고"""," ""얻다 대고"""," ""[얻다 대고] 이럴 수가 있어?"""," '얻다'는 '어디에다'가 줄어든 말로, '어따 대고'라고 쓰면 안 된다."
824," ""어따 대고"""," ""얻다 대고"""," ""이 정보를 [얻다 대고] 저장해야 하는지 모르겠어."""," '얻다'는 '어디에다'가 줄어든 말로, '어따 대고'라고 쓰면 안 된다."
825," ""어따"""," ""얻다"""," ""물건을 [얻다] 두었니?"""," '얻다'는 '어디에다'가 줄어든 말로, '어따 대고'라고 쓰면 안 된다."
826," ""어따"""," ""얻다"""," ""[얻다] 쓰려고 가져간 거야?"""," '얻다'는 '어디에다'가 줄어든 말로, '어따 대고'라고 쓰면 안 된다."
827," ""어따"""," ""얻다"""," ""핸드폰을 [얻다] 둔 거지?"""," '얻다'는 '어디에다'가 줄어든 말로, '어따 대고'라고 쓰면 안 된다."
828," ""어따"""," ""얻다"""," ""핸드폰을 [얻다] 둔 거지?"""," '얻다'는 '어디에다'가 줄어든 말로, '어따 대고'라고 쓰면 안 된다."
829," ""얼마만에"""," ""얼마 만에"""," ""[얼마 만에] 만나는 거야?""", '얼마 만에'로 띄어 써야 합니다. 얼마(명사)+만(의존 명사)+에(조사)
830," ""얼마만에"""," ""얼마 만에"""," ""[얼마 만에] 친구를 본 거지?""", '얼마 만에'로 띄어 써야 합니다. 얼마(명사)+만(의존 명사)+에(조사)
831," ""얼마만의"""," ""얼마 만의"""," ""그게 [얼마 만의] 휴식이었는지 몰라.""", '얼마 만에'로 띄어 써야 합니다. 얼마(명사)+만(의존 명사)+에(조사)
832," ""얼마만인지"""," ""얼마 만인지"""," ""[얼마 만인지] 감이 안 와.""", '얼마 만에'로 띄어 써야 합니다. 얼마(명사)+만(의존 명사)+에(조사)
833," ""얽메면"""," ""얽매면"""," ""이 문제에 너무 [얽매면] 안 돼."""," '얽매다'는 자유롭지 못하게 구속하다라는 뜻이고, '얽메다'는 없는 말이다."
834," ""얽메여"""," ""얽매여"""," ""그의 사고방식에 [얽매여] 다른 관점을 보지 못했다."""," '얽매다'는 자유롭지 못하게 구속하다라는 뜻이고, '얽메다'는 없는 말이다."
835," ""얽메여서"""," ""얽매여서"""," ""그는 과거의 기억에 [얽매여서] 그 자리에 멈춰 있었다."""," '얽매다'는 자유롭지 못하게 구속하다라는 뜻이고, '얽메다'는 없는 말이다."
836," ""응큼한"""," ""엉큼한"""," ""그녀는 항상 [엉큼한] 표정을 지어.""", '응큼하다'는 표준어가 아닙니다. '엉큼하다'가 표준어입니다.
837," ""애둘러"""," ""에둘러"""," ""그 아이는 정말 [에둘러] 말을 잘해.""", ‘에두르다’는 바로 말하지 않고 짐작하여 알아듣도록 둘러대다라는 뜻이다.
838," ""애둘러"""," ""에둘러"""," ""[에둘러] 설명할 필요가 없었다.""", ‘에두르다’는 바로 말하지 않고 짐작하여 알아듣도록 둘러대다라는 뜻이다.
839," ""애둘러서"""," ""에둘러서"""," ""그는 [에둘러서] 그의 의견을 제시했다.""", ‘에두르다’는 바로 말하지 않고 짐작하여 알아듣도록 둘러대다라는 뜻이다.
840," ""앵간히"""," ""엔간히"," ""[엔간히] 해도 이건 안 되겠다.""", ‘엔간하다’는 ‘대중으로 보아 정도가 표준에 꽤 가깝다’라는 뜻이다. 이 말은 부사로 쓰일 때에는 ‘엔간히’라고 쓴다.
841," ""앵간히"""," ""엔간히"""," ""[엔간히] 좀 해라.""", ‘엔간하다’는 ‘대중으로 보아 정도가 표준에 꽤 가깝다’라는 뜻이다. 이 말은 부사로 쓰일 때에는 ‘엔간히’라고 쓴다.
842," ""앵간히"""," ""엔간히"""," ""그녀는 [엔간히]도 용서받지 못할 행동을 했다.""", ‘엔간하다’는 ‘대중으로 보아 정도가 표준에 꽤 가깝다’라는 뜻이다. 이 말은 부사로 쓰일 때에는 ‘엔간히’라고 쓴다.
843," ""여기에서 부터만이라도"""," ""여기에서부터만이라도"""," ""[여기에서부터만이라도] 조금만 더 힘내자.""", '부터'는 조사입니다. 따라서 앞말에 붙여 써야 합니다.
844," ""역활"""," ""역할"""," ""그는 중요한 [역할]을 맡고 있다."""," '역할'은 자기가 마땅히 하여야 할 맡은 바 직책이나 임무를 뜻하며, '역활'은 표준어가 아니다."
845," ""역활"""," ""역할"""," ""이번 프로젝트에서 내 [역할]이 무엇인가요?"""," '역할'은 자기가 마땅히 하여야 할 맡은 바 직책이나 임무를 뜻하며, '역활'은 표준어가 아니다."
846," ""역활"""," ""역할"""," ""그의 [역할]은 매우 중요한 부분을 차지한다."""," '역할'은 자기가 마땅히 하여야 할 맡은 바 직책이나 임무를 뜻하며, '역활'은 표준어가 아니다."
847," ""역활"""," ""역할"""," ""그는 회사에서 중요한 [역할]을 맡고 있다."""," '역할'은 자기가 마땅히 하여야 할 맡은 바 직책이나 임무를 뜻하며, '역활'은 표준어가 아니다."
848," ""역활"""," ""역할"""," ""연극에서 주인공의 [역할]을 잘 해냈다."""," '역할'은 자기가 마땅히 하여야 할 맡은 바 직책이나 임무를 뜻하며, '역활'은 표준어가 아니다."
849," ""역활"""," ""역할"""," ""정부는 국민의 의견을 듣는 [역할]을 해야 한다."""," '역할'은 자기가 마땅히 하여야 할 맡은 바 직책이나 임무를 뜻하며, '역활'은 표준어가 아니다."
850," ""역활"""," ""역할"""," ""드라마에서 악역 [역할]을 맡은 배우가 인상 깊었다."""," '역할'은 자기가 마땅히 하여야 할 맡은 바 직책이나 임무를 뜻하며, '역활'은 표준어가 아니다."
851," ""역활"""," ""역할"""," ""모든 팀원이 각자의 [역할]을 명확히 알아야 프로젝트가 성공한다."""," '역할'은 자기가 마땅히 하여야 할 맡은 바 직책이나 임무를 뜻하며, '역활'은 표준어가 아니다."
852," ""연예"""," ""연애"""," ""이번에 새로 방영되는 드라마는 두 주인공의 [연애]가 중심이다."""," '연애'는 이성 간에 사랑하는 관계라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주나 일이라는 뜻이다."
853," ""연예"""," ""연애"""," ""[연애] 기간이 길어졌다."""," '연애'는 이성 간에 사랑하는 관계라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주나 일이라는 뜻이다."
854," ""연예"""," ""연애"""," ""그 드라마는 [연애] 이야기를 다룬다."""," '연애'는 이성 간에 사랑하는 관계라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주나 일이라는 뜻이다."
855," ""연예중이다"""," ""연애중이다"""," ""그들은 계속해서 [연애중이다]."""," '연애'는 이성 간에 사랑하는 관계라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주나 일이라는 뜻이다."
856," ""연예하는"""," ""연애하는"""," ""우리는 [연애하는] 중입니다."""," '연애'는 이성 간에 사랑하는 관계라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주나 일이라는 뜻이다."
857," ""연예했다"""," ""연애했다"""," ""그들은 3년간 [연애했다]."""," '연애'는 이성 간에 사랑하는 관계라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주나 일이라는 뜻이다."
858," ""연애인"""," ""연예인"""," ""유명한 [연예인]은 사생활이 노출되기 쉽다."""," '연애'는 남녀가 서로 애틋하게 그리워하고 사랑함이라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주라는 뜻이다. 따라서 사람들에게 즐거움을 주는 일을 직업으로 하는 사람은 '연예인'이라고 해야 한다. (출처: 국립국어원)"
859," ""연애인"""," ""연예인"""," ""그 배우는 [연예인]으로서의 삶을 즐기고 있다."""," '연애'는 남녀가 서로 애틋하게 그리워하고 사랑함이라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주라는 뜻이다. 따라서 사람들에게 즐거움을 주는 일을 직업으로 하는 사람은 '연예인'이라고 해야 한다. (출처: 국립국어원)"
860," ""연애인"""," ""연예인"""," ""그 사람 정말 인기 있는 [연예인]이라며?"""," '연애'는 남녀가 서로 애틋하게 그리워하고 사랑함이라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주라는 뜻이다. 따라서 사람들에게 즐거움을 주는 일을 직업으로 하는 사람은 '연예인'이라고 해야 한다. (출처: 국립국어원)"
861," ""연애인"""," ""연예인"""," ""요즘 [연예인]들은 사생활 보호가 어렵다고 하더라."""," '연애'는 남녀가 서로 애틋하게 그리워하고 사랑함이라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주라는 뜻이다. 따라서 사람들에게 즐거움을 주는 일을 직업으로 하는 사람은 '연예인'이라고 해야 한다. (출처: 국립국어원)"
862," ""연애인"""," ""연예인"""," ""그녀는 유명한 한국 [연예인]이야."""," '연애'는 남녀가 서로 애틋하게 그리워하고 사랑함이라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주라는 뜻이다. 따라서 사람들에게 즐거움을 주는 일을 직업으로 하는 사람은 '연예인'이라고 해야 한다. (출처: 국립국어원)"
863," ""연애인"""," ""연예인"""," ""[연예인]은 항상 주목받는 존재야."""," '연애'는 남녀가 서로 애틋하게 그리워하고 사랑함이라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주라는 뜻이다. 따라서 사람들에게 즐거움을 주는 일을 직업으로 하는 사람은 '연예인'이라고 해야 한다. (출처: 국립국어원)"
864," ""연애인"""," ""연예인"""," ""그는 [연예인]으로서의 삶을 즐기고 있어."""," '연애'는 남녀가 서로 애틋하게 그리워하고 사랑함이라는 뜻이고, '연예'는 대중 앞에서 음악, 무용, 만담, 마술, 쇼 따위를 공연함 또는 그런 재주라는 뜻이다. 따라서 사람들에게 즐거움을 주는 일을 직업으로 하는 사람은 '연예인'이라고 해야 한다. (출처: 국립국어원)"
865," ""염두해 두고"""," ""염두에 두고"""," ""나는 언제나 그 일을 [염두에 두고] 있어.""", '염두'는 마음속이라는 뜻이다. 따라서 '염두하다'라는 말은 없다.
866," ""염두해 두어야"""," ""염두에 두어야"""," ""계획을 세울 때 중요한 점을 [염두에 두어야] 한다.""", '염두'는 마음속이라는 뜻이다. 따라서 '염두하다'라는 말은 없다.
867," ""염두해 두지"""," ""염두에 두지"""," ""그는 모든 가능성을 [염두에 두지] 않았다.""", '염두'는 마음속이라는 뜻이다. 따라서 '염두하다'라는 말은 없다.
868," ""영낙없이"""," ""영락없이"""," ""그는 [영락없이] 한 번에 성공해냈다.""",영락(零落)은 초목의 잎이 시들어 떨어짐 또는 세력이나 살림이 줄어들어 보잘것없이 됨을 뜻하는 말이다. ‘영락없다’는 조금도 틀리지 아니하고 꼭 들어맞음을 뜻한다.
